cache_size,staging_slots,run_idx,prompt_idx,elapsed_ms,wall_ms,token_count,ms_per_token,tokens_per_sec,tokens_per_min,peak_mem_mb,curr_mem_mb,reserved_mb,input_hits,input_misses,input_evictions,input_puts,input_skipped_cache,input_hit_rate,input_miss_rate,input_eviction_rate,output_hits,output_misses,output_evictions,output_puts,output_skipped_cache,output_hit_rate,output_miss_rate,output_eviction_rate
4,1,1,1,14032.7587890625,14032.470903000103,24,584.6982828776041,1.7102837981300036,102.61702788780022,1281.4912109375,1172.57470703125,5222.0,644,3032,530,1516,982,0.17519042437431992,0.8248095756256801,0.3496042216358839,644,3032,530,1516,982,0.17519042437431992,0.8248095756256801,0.3496042216358839
4,1,1,2,35261.8125,35261.02274300001,64,550.9658203125,1.8149946205969985,108.89967723581991,1266.984375,1171.57470703125,5222.0,796,3936,710,1968,1254,0.16821639898562976,0.8317836010143702,0.36077235772357724,796,3936,710,1968,1254,0.16821639898562976,0.8317836010143702,0.36077235772357724
4,1,2,0,13366.662109375,13366.393711,23,581.1592221467391,1.7206988410269195,103.24193046161517,1280.8798828125,1173.07470703125,5222.0,876,4268,762,2134,1368,0.1702954898911353,0.8297045101088647,0.3570759137769447,876,4268,762,2134,1368,0.1702954898911353,0.8297045101088647,0.3570759137769447
4,1,2,1,13963.9150390625,13963.62804499995,24,581.8297932942709,1.718715699204891,103.12294195229346,1279.4912109375,1175.07470703125,5222.0,950,4622,821,2311,1486,0.17049533381191673,0.8295046661880833,0.35525746430116834,950,4622,821,2311,1486,0.17049533381191673,0.8295046661880833,0.35525746430116834
4,1,2,2,34369.0390625,34368.279393999954,64,537.0162353515625,1.862141094012439,111.72846564074634,1267.484375,1174.57470703125,5222.0,1126,5502,989,2751,1758,0.16988533494266747,0.8301146650573326,0.3595056343147946,1126,5502,989,2751,1758,0.16988533494266747,0.8301146650573326,0.3595056343147946
4,1,0,0,33241.6875,33240.944451999894,64,519.4013671875,1.9252933534135415,115.5176012048125,1280.0458984375,1174.57470703125,5102.0,232,1008,168,504,332,0.1870967741935484,0.8129032258064516,0.3333333333333333,232,1008,168,504,332,0.1870967741935484,0.8129032258064516,0.3333333333333333
4,1,0,1,13901.8369140625,13901.560367999991,23,604.4276919157609,1.654457618959275,99.2674571375565,1280.0615234375,1173.57470703125,5242.0,312,1340,220,670,446,0.18886198547215496,0.8111380145278451,0.3283582089552239,312,1340,220,670,446,0.18886198547215496,0.8111380145278451,0.3283582089552239
4,1,0,2,34726.7109375,34725.93569200012,64,542.6048583984375,1.842961751119624,110.57770506717743,1267.484375,1175.07470703125,5242.0,462,2246,401,1123,718,0.1706056129985229,0.829394387001477,0.3570792520035619,462,2246,401,1123,718,0.1706056129985229,0.829394387001477,0.3570792520035619
4,1,1,0,34362.56640625,34361.79630800006,64,536.9151000976562,1.8624918535874966,111.7495112152498,1281.5458984375,1174.07470703125,5242.0,670,3106,553,1553,996,0.1774364406779661,0.8225635593220338,0.356084996780425,670,3106,553,1553,996,0.1774364406779661,0.8225635593220338,0.356084996780425
4,1,1,1,15544.5302734375,15544.217464999974,27,575.7233434606482,1.7369453772519334,104.216722635116,1280.5263671875,1173.57470703125,5282.0,752,3500,620,1750,1126,0.17685794920037629,0.8231420507996237,0.35428571428571426,752,3500,620,1750,1126,0.17685794920037629,0.8231420507996237,0.35428571428571426
4,1,1,2,34255.828125,34255.064530000025,64,535.247314453125,1.8682952216616424,112.09771329969854,1267.984375,1174.07470703125,5282.0,894,4414,805,2207,1398,0.16842501883948757,0.8315749811605124,0.3647485274127775,894,4414,805,2207,1398,0.16842501883948757,0.8315749811605124,0.3647485274127775
4,1,2,0,34479.93359375,34479.16279099991,64,538.7489624023438,1.856152066708184,111.36912400249103,1283.9130859375,1173.07470703125,5282.0,1066,5310,975,2655,1676,0.16718946047678795,0.832810539523212,0.3672316384180791,1066,5310,975,2655,1676,0.16718946047678795,0.832810539523212,0.3672316384180791
4,1,2,1,14387.2421875,14386.947490000011,25,575.4896875,1.7376505986477822,104.25903591886693,1279.4560546875,1173.57470703125,5282.0,1146,5674,1035,2837,1798,0.16803519061583577,0.8319648093841642,0.36482199506520974,1146,5674,1035,2837,1798,0.16803519061583577,0.8319648093841642,0.36482199506520974
4,1,2,2,35034.57421875,35033.7890589999,64,547.4152221679688,1.8267668846321563,109.60601307792938,1267.484375,1171.57470703125,5282.0,1300,6576,1214,3288,2070,0.16505840528186896,0.834941594718131,0.36922141119221413,1300,6576,1214,3288,2070,0.16505840528186896,0.834941594718131,0.36922141119221413
4,2,0,0,13963.671875,13963.386653000043,23,607.1161684782609,1.6471312277953394,98.82787366772037,1280.0458984375,1173.57470703125,5076.0,94,490,73,245,168,0.16095890410958905,0.839041095890411,0.2979591836734694,94,490,73,245,168,0.16095890410958905,0.839041095890411,0.2979591836734694
4,2,0,1,17493.634765625,17493.264631999864,30,583.1211588541667,1.7149094743277717,102.8945684596663,1279.9912109375,1176.07470703125,5156.0,216,892,132,446,310,0.19494584837545126,0.8050541516245487,0.29596412556053814,216,892,132,446,310,0.19494584837545126,0.8050541516245487,0.29596412556053814
4,2,0,2,36339.62890625,36338.81000999986,64,567.8067016601562,1.761162728576811,105.66976371460866,1269.984375,1172.57470703125,5158.0,350,1814,321,907,582,0.16173752310536044,0.8382624768946395,0.3539140022050717,350,1814,321,907,582,0.16173752310536044,0.8382624768946395,0.3539140022050717
4,2,1,0,10914.78515625,10914.584092000041,17,642.0461856617648,1.5575203502989243,93.45122101793547,1283.0126953125,1173.07470703125,5178.0,408,2072,360,1036,672,0.16451612903225807,0.8354838709677419,0.3474903474903475,408,2072,360,1036,672,0.16451612903225807,0.8354838709677419,0.3474903474903475
4,2,1,1,15465.146484375,15464.824587000066,26,594.8133263221154,1.6811997239255863,100.87198343553517,1279.5263671875,1175.07470703125,5198.0,498,2442,419,1221,798,0.16938775510204082,0.8306122448979592,0.34316134316134317,498,2442,419,1221,798,0.16938775510204082,0.8306122448979592,0.34316134316134317
4,2,1,2,36076.57421875,36075.76551500006,64,563.6964721679688,1.774004361166239,106.44026166997435,1268.984375,1173.57470703125,5198.0,652,3344,598,1672,1070,0.16316316316316315,0.8368368368368369,0.3576555023923445,652,3344,598,1672,1070,0.16316316316316315,0.8368368368368369,0.3576555023923445
4,2,2,0,35943.1015625,35942.29926200001,64,561.6109619140625,1.7805920251126075,106.83552150675645,1280.0458984375,1173.57470703125,5202.0,830,4234,765,2117,1348,0.16390205371248026,0.8360979462875198,0.36136041568256966,830,4234,765,2117,1348,0.16390205371248026,0.8360979462875198,0.36136041568256966
4,2,2,1,35457.84765625,35457.152898,64,554.0288696289062,1.8049600929096157,108.29760557457693,1279.4560546875,1171.57470703125,5204.0,1032,5100,920,2550,1626,0.16829745596868884,0.8317025440313112,0.3607843137254902,1032,5100,920,2550,1626,0.16829745596868884,0.8317025440313112,0.3607843137254902
4,2,2,2,27213.083984375,27212.484257000142,49,555.3690609056123,1.800604445572374,108.03626673434243,1264.984375,1174.57470703125,5204.0,1162,5786,1051,2893,1838,0.16724237190558433,0.8327576280944157,0.3632907016937435,1162,5786,1051,2893,1838,0.16724237190558433,0.8327576280944157,0.3632907016937435
4,4,0,0,36852.23046875,36851.41240300027,64,575.8161010742188,1.7366655745374977,104.19993447224986,1278.0458984375,1171.57470703125,5082.0,200,1040,184,520,332,0.16129032258064516,0.8387096774193549,0.35384615384615387,200,1040,184,520,332,0.16129032258064516,0.8387096774193549,0.35384615384615387
4,4,0,1,17849.009765625,17848.631747000127,29,615.4830953663793,1.624739992907082,97.48439957442493,1278.0615234375,1171.57470703125,5242.0,298,1450,251,725,470,0.17048054919908467,0.8295194508009154,0.34620689655172415,298,1450,251,725,470,0.17048054919908467,0.8295194508009154,0.34620689655172415
4,4,0,2,36831.34765625,36830.525538000074,64,575.4898071289062,1.7376502374367961,104.25901424620777,1264.984375,1171.57470703125,5242.0,458,2346,427,1173,742,0.16333808844507847,0.8366619115549215,0.3640238704177323,458,2346,427,1173,742,0.16333808844507847,0.8366619115549215,0.3640238704177323
4,4,1,0,36289.45703125,36288.64747899979,64,567.0227661132812,1.7635976185834794,105.81585711500877,1278.0458984375,1170.07470703125,5262.0,630,3242,597,1621,1020,0.16270661157024793,0.8372933884297521,0.36829117828500924,630,3242,597,1621,1020,0.16270661157024793,0.8372933884297521,0.36829117828500924
4,4,1,1,19393.11328125,19392.70046499996,33,587.6700994318181,1.7016349835849027,102.09809901509416,1276.5615234375,1171.57470703125,5262.0,754,3690,667,1845,1174,0.16966696669666967,0.8303330333033303,0.3615176151761518,754,3690,667,1845,1174,0.16966696669666967,0.8303330333033303,0.3615176151761518
4,4,1,2,37208.61328125,37207.78028099994,64,581.3845825195312,1.72003185166405,103.201911099843,1265.984375,1172.07470703125,5262.0,902,4598,849,2299,1446,0.164,0.836,0.36929099608525445,902,4598,849,2299,1446,0.164,0.836,0.36929099608525445
4,4,2,0,36825.07421875,36824.245724999855,64,575.3917846679688,1.7379462596551538,104.27677557930923,1278.5458984375,1170.57470703125,5262.0,1076,5492,1018,2746,1724,0.1638246041412911,0.8361753958587089,0.370721048798252,1076,5492,1018,2746,1724,0.1638246041412911,0.8361753958587089,0.370721048798252
4,4,2,1,16273.80859375,16273.484270999688,26,625.9157151442307,1.5976591988420812,95.85955193052487,1278.0615234375,1172.07470703125,5262.0,1162,5866,1079,2933,1850,0.16533864541832669,0.8346613545816733,0.36788271394476646,1162,5866,1079,2933,1850,0.16533864541832669,0.8346613545816733,0.36788271394476646
4,4,2,2,36624.96484375,36624.14399199997,64,572.2650756835938,1.7474419504028962,104.84651702417378,1264.984375,1170.07470703125,5262.0,1314,6770,1259,3385,2122,0.16254329539831766,0.8374567046016823,0.3719350073855244,1314,6770,1259,3385,2122,0.16254329539831766,0.8374567046016823,0.3719350073855244
8,1,0,0,27896.3828125,27895.776505999947,64,435.8809814453125,2.294204249710914,137.65225498265482,1846.5458984375,1753.57470703125,5422.0,456,784,340,392,44,0.36774193548387096,0.632258064516129,0.8673469387755102,456,784,340,392,44,0.36774193548387096,0.632258064516129,0.8673469387755102
8,1,0,1,13767.3564453125,13767.082996999761,27,509.9020905671296,1.9611608159671745,117.66964895803046,1852.5615234375,1752.57470703125,5462.0,616,1100,476,550,66,0.358974358974359,0.6410256410256411,0.8654545454545455,616,1100,476,550,66,0.358974358974359,0.6410256410256411,0.8654545454545455
8,1,0,2,30050.146484375,30049.478330000056,64,469.5335388183594,2.1297733118631452,127.7863987117887,1835.94140625,1754.57470703125,5462.0,954,1818,819,909,82,0.34415584415584416,0.6558441558441559,0.900990099009901,954,1818,819,909,82,0.34415584415584416,0.6558441558441559,0.900990099009901
8,1,1,0,28436.015625,28435.38534199979,64,444.312744140625,2.2506669304166977,135.04001582500186,1851.0126953125,1755.57470703125,5462.0,1374,2466,1121,1233,104,0.3578125,0.6421875,0.9091646390916464,1374,2466,1121,1233,104,0.3578125,0.6421875,0.9091646390916464
8,1,1,1,13620.603515625,13620.335459000216,28,486.4501255580357,2.0557092031846858,123.34255219108114,1848.9912109375,1752.57470703125,5462.0,1530,2802,1267,1401,126,0.35318559556786705,0.646814404432133,0.9043540328336902,1530,2802,1267,1401,126,0.35318559556786705,0.646814404432133,0.9043540328336902
8,1,1,2,29575.2421875,29574.584895000044,64,462.1131591796875,2.163972135688872,129.8383281413323,1836.94140625,1753.07470703125,5462.0,1880,3508,1604,1754,142,0.3489235337787676,0.6510764662212324,0.9144811858608894,1880,3508,1604,1754,142,0.3489235337787676,0.6510764662212324,0.9144811858608894
8,1,2,0,28694.701171875,28694.07189499998,64,448.3547058105469,2.2303769471810826,133.82261683086494,1847.0791015625,1755.57470703125,5462.0,2218,4238,1947,2119,164,0.34355638166047087,0.6564436183395291,0.9188296366210477,2218,4238,1947,2119,164,0.34355638166047087,0.6564436183395291,0.9188296366210477
8,1,2,1,12984.076171875,12983.814384999732,27,480.89171006944446,2.0794702405154633,124.7682144309278,1852.9208984375,1753.57470703125,5462.0,2406,4526,2069,2263,186,0.3470859780727063,0.6529140219272938,0.9142730888201502,2406,4526,2069,2263,186,0.3470859780727063,0.6529140219272938,0.9142730888201502
8,1,2,2,29693.822265625,29693.18111299981,64,463.9659729003906,2.1553304733722167,129.319828402333,1837.44140625,1755.07470703125,5462.0,2768,5220,2400,2610,202,0.34651977966950426,0.6534802203304958,0.9195402298850575,2768,5220,2400,2610,202,0.34651977966950426,0.6534802203304958,0.9195402298850575
8,1,0,0,11147.6171875,11147.395599999982,23,484.67900815217394,2.063221190066543,123.79327140399258,1849.3798828125,1752.57470703125,5416.0,194,390,143,195,44,0.3321917808219178,0.6678082191780822,0.7333333333333333,194,390,143,195,44,0.3321917808219178,0.6678082191780822,0.7333333333333333
8,1,0,1,12764.3154296875,12764.057833000152,27,472.75242332175924,2.115272076182234,126.91632457093404,1846.9912109375,1753.07470703125,5436.0,368,692,272,346,66,0.3471698113207547,0.6528301886792452,0.7861271676300579,368,692,272,346,66,0.3471698113207547,0.6528301886792452,0.7861271676300579
8,1,0,2,28133.466796875,28132.853694999994,64,439.5854187011719,2.274870724681146,136.49224348086878,1837.94140625,1752.57470703125,5438.0,744,1372,596,686,82,0.3516068052930057,0.6483931947069943,0.8688046647230321,744,1372,596,686,82,0.3516068052930057,0.6483931947069943,0.8688046647230321
8,1,1,0,27758.568359375,27757.961724000324,64,433.7276306152344,2.3055944085958258,138.33566451574956,1849.5126953125,1753.57470703125,5442.0,1142,2042,909,1021,104,0.3586683417085427,0.6413316582914573,0.8903036238981391,1142,2042,909,1021,104,0.3586683417085427,0.6413316582914573,0.8903036238981391
8,1,1,1,16621.873046875,16621.525072000168,37,449.2398120777027,2.225982589065448,133.5589553439269,1848.0263671875,1754.07470703125,5442.0,1388,2432,1082,1216,126,0.3633507853403141,0.6366492146596858,0.8898026315789473,1388,2432,1082,1216,126,0.3633507853403141,0.6366492146596858,0.8898026315789473
8,1,1,2,29900.337890625,29899.681858999884,64,467.1927795410156,2.1404440389306325,128.42664233583795,1838.44140625,1754.07470703125,5442.0,1748,3128,1414,1564,142,0.3584905660377358,0.6415094339622641,0.9040920716112532,1748,3128,1414,1564,142,0.3584905660377358,0.6415094339622641,0.9040920716112532
8,1,2,0,28002.775390625,28002.160714999718,64,437.5433654785156,2.2854877456691827,137.12926474015097,1851.5126953125,1752.07470703125,5442.0,2140,3804,1730,1902,164,0.36002691790040375,0.6399730820995962,0.9095688748685594,2140,3804,1730,1902,164,0.36002691790040375,0.6399730820995962,0.9095688748685594
8,1,2,1,12820.423828125,12820.166472999972,27,474.83051215277777,2.106014618703037,126.36087712218222,1846.4560546875,1752.07470703125,5442.0,2332,4088,1850,2044,186,0.3632398753894081,0.636760124610592,0.9050880626223092,2332,4088,1850,2044,186,0.3632398753894081,0.636760124610592,0.9050880626223092
8,1,2,2,29429.044921875,29428.390806000152,64,459.8288269042969,2.1747222911888637,130.48333747133182,1836.94140625,1755.07470703125,5442.0,2654,4822,2201,2411,202,0.3550026752273943,0.6449973247726056,0.9128992119452509,2654,4822,2201,2411,202,0.3550026752273943,0.6449973247726056,0.9128992119452509
8,2,0,0,28698.30859375,28697.67529899991,64,448.41107177734375,2.230096585341552,133.80579512049314,1846.9130859375,1752.57470703125,5422.0,402,838,367,419,44,0.3241935483870968,0.6758064516129032,0.8758949880668258,402,838,367,419,44,0.3241935483870968,0.6758064516129032,0.8758949880668258
8,2,0,1,18085.7890625,18085.40756900038,38,475.9418174342105,2.1010971580328306,126.06582948196984,1847.0615234375,1753.07470703125,5442.0,638,1254,553,627,66,0.3372093023255814,0.6627906976744186,0.8819776714513556,638,1254,553,627,66,0.3372093023255814,0.6627906976744186,0.8819776714513556
8,2,0,2,29520.8359375,29520.183266999993,64,461.2630615234375,2.1679602886414706,130.07761731848825,1837.94140625,1753.57470703125,5442.0,1046,1902,861,951,82,0.3548168249660787,0.6451831750339213,0.9053627760252366,1046,1902,861,951,82,0.3548168249660787,0.6451831750339213,0.9053627760252366
8,2,1,0,9048.8935546875,9048.723902999882,17,532.2878561580883,1.8786827248281281,112.72096348968769,1850.3798828125,1751.57470703125,5442.0,1156,2108,942,1054,104,0.3541666666666667,0.6458333333333334,0.8937381404174574,1156,2108,942,1054,104,0.3541666666666667,0.6458333333333334,0.8937381404174574
8,2,1,1,12981.9111328125,12981.644972999675,26,499.3042743389423,2.0027867803133823,120.16720681880294,1846.0263671875,1753.07470703125,5442.0,1334,2390,1061,1195,126,0.3582169709989259,0.6417830290010741,0.8878661087866109,1334,2390,1061,1195,126,0.3582169709989259,0.6417830290010741,0.8878661087866109
8,2,1,2,30998.6875,30997.99756099992,64,484.3544921875,2.0646035416822084,123.8762125009325,1837.44140625,1753.07470703125,5442.0,1670,3110,1405,1555,142,0.3493723849372385,0.6506276150627615,0.9035369774919614,1670,3110,1405,1555,142,0.3493723849372385,0.6506276150627615,0.9035369774919614
8,2,2,0,29488.330078125,29487.677304000044,64,460.7551574707031,2.1703500954595056,130.22100572757034,1850.0458984375,1751.07470703125,5442.0,2034,3814,1735,1907,164,0.3478112175102599,0.6521887824897401,0.9098059779758784,2034,3814,1735,1907,164,0.3478112175102599,0.6521887824897401,0.9098059779758784
8,2,2,1,13778.2119140625,13777.934537999954,28,492.07899693080356,2.032194030302457,121.93164181814743,1851.0615234375,1753.57470703125,5442.0,2226,4114,1863,2057,186,0.35110410094637223,0.6488958990536278,0.9056878949927079,2226,4114,1863,2057,186,0.35110410094637223,0.6488958990536278,0.9056878949927079
8,2,2,2,30203.0390625,30202.368033999846,64,471.9224853515625,2.118992061281085,127.13952367686511,1837.94140625,1752.57470703125,5442.0,2574,4822,2201,2411,202,0.34802595997836666,0.6519740400216333,0.9128992119452509,2574,4822,2201,2411,202,0.34802595997836666,0.6519740400216333,0.9128992119452509
8,4,0,0,27206.015625,27205.415064000135,57,477.2985197368421,2.095124871854513,125.70749231127077,1847.5458984375,1752.07470703125,5442.0,380,748,322,374,44,0.33687943262411346,0.6631205673758865,0.8609625668449198,380,748,322,374,44,0.33687943262411346,0.6631205673758865,0.8609625668449198
8,4,0,1,16505.810546875,16505.4752609999,33,500.1760771780303,1.9992959392259473,119.95775635355683,1846.5263671875,1751.57470703125,5442.0,586,1114,483,557,66,0.3447058823529412,0.6552941176470588,0.8671454219030521,586,1114,483,557,66,0.3447058823529412,0.6552941176470588,0.8671454219030521
